Name,"Discharge (L/s)",Temperature,"Air Temperature","Delta T",Precip,Source,State,"Log Discharge",Latitude,Longitude,"Approx Heat Flow (W)","Corrected Heat Flow","Log approx heat flow","Crustal Heat Flow (mW/m2)","Heat Flow Area (m2)","Heat Flow Area (km2)","Precip Area (m2)",hfa/pa
"GREAT BOILING SP ORIF 46",6.509,88.6,8.4,80.2,251,"Garside 1994",Nevada,0.81351427154188,40.6608333333333,-119.365,2140565.3616,2184139.2112,6.33052849344051,32.8,66589610.097561,66.589610097561,817800.09561753,81.4252901832671
"UNNAMED HOT SPRING NEAR GREAT BOILING SPRING",1.66666666666667,89.5,8.4,81.1,251,"Garside 1994",Nevada,0.22184874961636,40.665,-119.366666666667,554380,565537.333333333,5.74380755413204,32.8,17241991.8699187,17.2419918699187,209402.390438247,82.3390403224809
"LEACH HOT SPRINGS",3.33333333333333,92,9.9,82.1,212,"Garside 1994",Nevada,0.52287874528034,40.6036666666667,-117.645666666667,1143626.66666667,1145021.33333333,6.05828427352327,347,3299773.29490874,3.29977329490874,495849.056603774,6.65479393569875
"ELLISON RANCH SPRING",0.06333333333333,93,6.5,86.5,327,"Garside 1994",Nevada,-1.19836765376683,41.4666666666667,-116.153333333333,21993.8933333333,22921.3466666667,4.34230211446846,85.7,267460.287825749,0.26746028782575,6107.88990825688,43.7893105218196
"SULPHUR HOT SPRINGS (HOT SULPHUR SPRINGS)",1.25,93,6.3,86.7,398,"Garside 1994",Nevada,0.09691001300806,40.5866666666667,-115.284666666667,434090,453441,5.63757978124335,69.8,6496289.3982808,6.4962893982808,99045.2261306533,65.5891217786849
"BEOWAWE - SPRING 51",4.73166666666667,96,8.8,87.2,263,"Garside 1994",Nevada,0.67501414214221,40.5583333333333,-116.583333333333,1702567.22666667,1726323.97866667,6.231104269245,127.8,13508012.3526343,13.5080123526343,567368.212927757,23.8081937705493
"STEAMBOAT SPRINGS - SPRING 25",0.83333333333333,94,6.4,87.6,627,"Garside 1994",Nevada,-0.07918124604762,39.3833333333333,-119.733333333333,292880,305432,5.46668971587347,58.9,5185602.71646859,5.18560271646859,41913.8755980861,123.720430107527
"WABUSKA HOT SPRINGS - MAGMA POWER CO. NO. CB 1 WEL",95.5166666666667,97.2,8.3,88.9,285,"Garside 1994",Nevada,1.98007915807411,39.1616666666667,-119.176666666667,34848759.1466667,35528150.0933333,7.54218731886589,54.7,649509142.474101,649.509142474101,10569170.5263158,61.45318034721
"BEOWAWE HOT SPRING",1.66666666666667,98,8.8,89.2,263,"Garside 1994",Nevada,0.22184874961636,40.5666666666667,-116.566666666667,613653.333333333,622021.333333333,5.78792309762574,127.8,4867146.58320292,4.86714658320292,199847.908745247,24.3542532606996
"Scott Spring",250,20,8.7,11.3,242,"Black 1994",Oregon,2.39794000867204,42.756,-117.55,10460000,11819800,7.01953168453126,97.8,120856850.715746,120.856850715746,32578512.3966942,3.70971053693692
"Tudors Springs",383.333333333333,20,8.3,11.7,244,"Black 1994",Oregon,2.58357658563395,42.683,-117.9,16038666.6666667,18765240,7.20516826149317,97.8,191873619.631902,191.873619631902,49544262.295082,3.87277175486269
"Hughet Spring",250,20,7,13,281,"Black 1994",Oregon,2.39794000867204,43.252,-119.258,10460000,13598000,7.01953168453126,47.9,283883089.770355,283.883089770355,28056939.5017794,10.1181060661428
"Baker Spring",3,21,7.7,13.3,258,"Black 1994",Oregon,0.47712125471966,43.480,-119.075,138072,166941.6,5.14010561573711,142.9,1168240.72778167,1.16824072778167,366697.674418605,3.18584165998298
"Unnamed Hot Spring",0.58333333333333,20,6.2,13.8,414,"Black 1994",Oregon,-0.23408320603337,42.665,-120.171,24406.6666666667,33681.2,4.38750846982585,80.1,420489.388264669,0.42048938826467,44434.7826086957,9.46306842474305
"Hardboard Spring",8.5,21,7.1,13.9,418,"Black 1994",Oregon,0.92941892571429,42.167,-121.807,391204,494339.6,5.59240328673174,49.6,9966524.19354839,9.96652419354839,641282.296650718,15.5415551709465
"Water Tank Spring",5.83333333333333,21,7,14,284,"Black 1994",Oregon,0.76591679396663,43.241,-119.016,268473.333333333,341693.333333333,5.42890115498408,47.9,7133472.51217815,7.13347251217815,647746.478873239,11.0127538239758
"Dunn Spring",1.66666666666667,21,6.8,14.2,284,"Black 1994",Oregon,0.22184874961636,43.264,-119.015,76706.6666666667,99021.3333333333,4.8848331106338,47.9,2067251.21781489,2.06725121781489,185070.422535211,11.1700788786041
"Basque Spring",63.3333333333333,21,6.8,14.2,280,"Black 1994",Oregon,1.80163234623317,43.275,-119.293,2914853.33333333,3762810.66666667,6.46461670725061,47.9,78555546.2769659,78.5555462769659,7133142.85714286,11.0127538239758
"Goodman Spring",1.31666666666667,22,7.7,14.3,258,"Black 1994",Oregon,0.1194758409068,43.528,-119.079,66107.2,78777.7466666667,4.82024876281364,142.9,551278.843013763,0.55127884301376,160939.534883721,3.42537862689899
"Roadland Spring",30,22,7.7,14.3,258,"Black 1994",Oregon,1.47712125471966,43.500,-119.092,1506240,1794936,6.1778941766265,142.9,12560783.7648705,12.5607837648705,3666976.74418605,3.42537862689899
"Cow Creek Spring",14.1666666666667,22,7.4,14.6,267,"Black 1994",Oregon,1.15126767533065,43.663,-118.739,711280,865390.666666667,5.85204059723749,142.9,6055917.89129928,6.05591789129928,1673258.42696629,3.61923645128684
"Lost Cabin Spring",5.83333333333333,20,4.8,15.2,501,"Black 1994",Oregon,0.76591679396663,42.934,-120.652,244066.666666667,370981.333333333,5.38750846982585,80.1,4631477.32001665,4.63147732001665,367185.628742515,12.6134493222893
"Buckhorn Creek Springs",41.6666666666667,20,4.8,15.2,501,"Black 1994",Oregon,1.61978875828839,42.990,-120.73,1743333.33333333,2649866.66666667,6.24138043414761,49.6,53424731.1827957,53.4247311827957,2622754.49101796,20.3697034418422
"Johnson Spring",56.6666666666667,22,6.8,15.2,280,"Black 1994",Oregon,1.75332766665861,43.265,-119.276,2845120,3603818.66666667,6.45410058856545,47.9,75236297.8427279,75.2362978427279,6382285.71428571,11.7882998679178
"Wilkerson (Patuchek) Hot Spring",1.58333333333333,24,8.5,15.5,310,"Black 1994",Oregon,0.1995723549052,42.135,-121.221,92745.3333333333,102682.333333333,4.96729206644266,49.6,2070208.33333333,2.07020833333333,161070.967741935,12.8527714358194
"Moss Ranch Springs",31.6666666666667,22,6.2,15.8,410,"Black 1994",Oregon,1.50060235056919,42.299,-119.87,1589920,2093394.66666667,6.20137527247603,80.1,26134764.8772368,26.1347648772368,2435707.31707317,10.7298461904861
"Flagstaff Point Hot Spring",0.33333333333333,21,4.9,16.1,434,"Black 1994",Oregon,-0.47712125471966,44.813,-117.765,15341.3333333333,22454.1333333333,4.18586310629778,89.9,249767.890248424,0.24976789024842,24221.198156682,10.3119543728897
"Antone Springs",1.66666666666667,23,6.9,16.1,430,"Black 1994",Oregon,0.22184874961636,42.311,-120.399,90653.3333333333,112270.666666667,4.95738377778241,80.1,1401631.29421556,1.40163129421556,122232.558139535,11.4669226885977
"Barnyard Spring",158.333333333333,23,6.8,16.2,280,"Black 1994",Oregon,2.1995723549052,43.281,-119.311,8612066.66666667,10731960,6.93510738307126,47.9,224049269.311065,224.049269311065,17832857.1428571,12.5638459118598
"Upper Dry Creek #1",,23.5,6.6,16.9,944,"Black 1994",Oregon,#NUM!,44.801,-121.29,,0,#NUM!,38.6,0,0,0,#DIV/0!
"Girdner Warm Spring",1.25,22,4.8,17.2,577,"Black 1994",Oregon,0.09691001300806,45.275,-117.805,62760,89956,4.7976829349149,89.9,1000622.91434928,1.00062291434928,68318.8908145581,14.6463577265229
"Unnamed Spring",16.6666666666667,25,7.7,17.3,258,"Black 1994",Oregon,1.22184874961636,43.532,-119.077,1046000,1206386.66666667,6.01953168453126,142.9,8442174.01446233,8.44217401446233,2037209.30232558,4.14398952764703
"Howard Holliday Spring",3.16666666666667,25,7.1,17.9,418,"Black 1994",Oregon,0.50060235056919,42.174,-121.829,198740,237163.066666667,5.29828528548408,49.6,4781513.44086021,4.78151344086021,238909.090909091,20.0139451481972
"Pardon Warm Spring",2.5,24,6,18,459,"Black 1994",Oregon,0.39794000867204,42.904,-120.815,146440,188280,5.16565972020949,49.6,3795967.74193548,3.79596774193548,171764.705882353,22.0998121961997
"Millpond Hot Spring",75,26,7.7,18.3,258,"Black 1994",Oregon,1.8750612633917,43.540,-119.081,5020800,5742540,6.70077292190684,142.9,40185724.2827152,40.1857242827152,9167441.86046512,4.38352649456305
"Fivemile Spring",113.333333333333,27,8.2,18.8,258,"Black 1994",Oregon,2.05435766232259,42.889,-118.898,8061173.33333333,8914709.33333333,6.90639825956008,47.9,186110842.032011,186.110842032011,13853023.255814,13.4346733269146
"Hoofnagle Warm Spring",0.33333333333333,24,4.8,19.2,577,"Black 1994",Oregon,-0.47712125471966,45.315,-117.795,19525.3333333333,26777.6,4.29059845681779,89.9,297859.844271413,0.29785984427141,18218.3708838822,16.3494225784442
"Cooper WS",0.33333333333333,23,3.8,19.2,568,"Black 1994",Oregon,-0.47712125471966,45.151,-117.761,18130.6666666667,26777.6,4.25841377344639,89.9,297859.844271413,0.29785984427141,18507.0422535211,16.0944055884858
Spring,1.83333333333333,27,7.4,19.6,400,"Black 1994",Oregon,0.26324143477458,42.566,-120.193,130401.333333333,150345.066666667,5.11528203201207,80.1,1876967.1244278,1.8769671244278,144540,12.9857971802117
"Swim Warm Springs",1.58333333333333,26,6.2,19.8,2115,"Black 1994",Oregon,0.1995723549052,45.295,-121.731,105994.666666667,131168.4,5.02528401342035,38.6,3398145.07772021,3.39814507772021,23608.5106382979,143.93729150401
"Unnamed Spring",6.66666666666667,28,8.2,19.8,258,"Black 1994",Oregon,0.82390874094432,42.837,-118.863,502080,552288,5.70077292190684,47.9,11530020.8768267,11.5300208768267,814883.720930233,14.1492836102611
"Pedro Spring",1.58333333333333,27,7,20,254,"Black 1994",Oregon,0.1995723549052,42.285,-118.7,112619.333333333,132493.333333333,5.0516129521427,47.9,2766040.361865,2.766040361865,196582.677165354,14.070621082947
"Meadow Creek Warm Spring",1.13333333333333,25,4.8,20.2,579,"Black 1994",Oregon,0.05435766232259,45.264,-118.54,71128,95785.7066666667,4.85204059723749,81.3,1178175.97375974,1.17817597375974,61728.4974093264,19.0864191290315
"Annie Spring",125,25,4.6,20.4,1069,"Black 1994",Oregon,2.09691001300806,42.869,-122.052,7845000,10669200,6.89459294792296,42.4,251632075.471698,251.632075471698,3687558.46585594,68.238124982051
"Eagles Nest Spring 1",0.33333333333333,28,7,21,284,"Black 1994",Oregon,-0.47712125471966,43.210,-119.058,25104,29288,4.39974292624286,47.9,611440.501043841,0.61144050104384,37014.0845070423,16.5191307359637
"Grange Hall Spring",0.91666666666667,26,4.8,21.2,577,"Black 1994",Oregon,-0.0377885608894,45.312,-117.808,61365.3333333333,81309.0666666667,4.78792309762574,89.9,904439.0063033,0.9044390063033,50100.5199306759,18.0524874303654
"Upper Dry Creek #2",,28,6.6,21.4,944,"Black 1994",Oregon,0,44.802,-121.284,,0,#NUM!,38.6,0,0,0,#DIV/0!
"Sam O Spring",25,27,4.9,22.1,434,"Black 1994",Oregon,1.39794000867204,44.779,-117.811,1778200,2311660,6.24998060590953,89.9,25713681.868743,25.713681868743,1816589.86175115,14.1549187354572
"Haystack Warm Springs",0.95,26,3.8,22.2,568,"Black 1994",Oregon,-0.02227639471115,45.130,-117.893,63596.8,88240.56,4.80343526380399,89.9,981541.268075639,0.98154126807564,52745.0704225352,18.6091564616867
"Warm Creek Spring",15.8333333333333,27,4.8,22.2,577,"Black 1994",Oregon,1.1995723549052,45.316,-117.808,1126193.33333333,1470676,6.0516129521427,89.9,16359021.134594,16.359021134594,865372.616984402,18.9040198563261
"Warm Springs",0.66666666666667,29,6.4,22.6,303,"Black 1994",Oregon,-0.17609125905568,43.950,-119.635,52997.3333333333,63038.9333333333,4.72425401775637,139.5,451891.995221027,0.45189199522103,69386.1386138614,6.51271283066835
"Moss Ranch Springs",1.91666666666667,29,6.2,22.8,410,"Black 1994",Oregon,0.28254658996997,42.287,-119.865,152367.333333333,182840.8,5.18289186678201,80.1,2282656.67915106,2.28265667915106,147424.390243902,15.4835755153851
"Bennett/Baker WS",0.63333333333333,27,3.8,23.2,568,"Black 1994",Oregon,-0.19836765376683,45.125,-117.819,45047.7333333333,61476.9066666667,4.65367294347066,89.9,683836.559139785,0.68383655913978,35163.3802816901,19.4474067527536
"Warm Mineral Spring",2.5,28,4.2,23.8,539,"Black 1994",Oregon,0.39794000867204,45.061,-118.455,188280,248948,5.27480418963456,81.3,3062091.02091021,3.06209102091021,146270.871985158,20.9343868628945
"Frenchglen Warm Springs",8.33333333333333,32,8.2,23.8,258,"Black 1994",Oregon,0.92081875395238,42.815,-118.899,767066.666666667,829826.666666667,5.8848331106338,47.9,17324147.5295755,17.3241475295755,1018604.65116279,17.0077247436472
"Cove Hot Spring",14.1666666666667,29,4.8,24.2,577,"Black 1994",Oregon,1.15126767533065,45.294,-117.806,1126193.33333333,1434414.66666667,6.0516129521427,89.9,15955669.2621431,15.9556692621431,774280.762564991,20.6070847082473
"Helman Hot Spring",6.66666666666667,32,7.3,24.7,783,"Black 1994",Oregon,0.82390874094432,42.204,-122.714,613653.333333333,688965.333333333,5.78792309762574,42.4,16249182.3899371,16.2491823899371,268505.747126437,60.5170748255363
"Duck Pond Spring",0.91666666666667,26,0.8,25.2,701,"Black 1994",Oregon,-0.0377885608894,45.213,-117.921,61365.3333333333,96650.4,4.78792309762574,89.9,1075087.87541713,1.07508787541713,41238.2310984308,26.0701743692891
"Hunters Spring",0.63333333333333,31,4.8,26.2,579,"Black 1994",Oregon,-0.19836765376683,45.260,-118.515,55647.2,69426.5066666667,4.7454433168263,81.3,853954.571545716,0.85395457154572,34495.3367875648,24.7556525336943
"Union Junction Warm Spring 2",1.58333333333333,30,3.8,26.2,568,"Black 1994",Oregon,0.1995723549052,45.200,-117.906,132493.333333333,173566.266666667,5.1221940264284,89.9,1930659.25101965,1.93065925101965,87908.4507042254,21.9621576259545
"Oasis Warm Spring",3.66666666666667,30,3.8,26.2,568,"Black 1994",Oregon,0.56427143043856,45.110,-117.881,306826.666666667,401942.933333333,5.48689310196176,89.9,4471000.37078235,4.47100037078235,203577.464788732,21.9621576259545
"Mine Creek Hot Spring",31.6666666666667,36,8.6,27.4,240,"Black 1994",Oregon,1.50060235056919,42.017,-118.011,3444826.66666667,3630317.33333333,6.53716737439922,47.9,75789505.9151009,75.7895059151009,4161000,18.2142528034369
"Bingham Springs",5,34,5.9,28.1,711,"Black 1994",Oregon,0.69897000433602,45.741,-118.233,502080,587852,5.70077292190684,81.3,7230651.90651907,7.23065190651907,221772.151898734,32.6039669300803
"Kropp Hot Spring",0.33333333333333,32,3.6,28.4,535,"Black 1994",Oregon,-0.47712125471966,45.013,-117.885,30682.6666666667,39608.5333333333,4.48689310196176,89.9,440584.352984798,0.4405843529848,19648.5981308411,22.4231952860414
"Starkey WS",0.5,32,3.6,28.4,602,"Black 1994",Oregon,-0.30102999566398,45.170,-118.355,46024,59412.8,4.66298436101744,81.3,730784.747847478,0.73078474784748,26192.6910299003,27.9003309363383
"Bully Creek Spring",1.25,37,8.6,28.4,290,"Black 1994",Oregon,0.09691001300806,44.033,-117.449,141210,148532,5.14986545302626,109.6,1355218.97810219,1.35521897810219,135931.034482759,9.96990115803234
"Three Forks HS",62.5,35,6.3,28.7,316,"Black 1994",Oregon,1.79588001734408,42.533,-117.182,6537500,7505050,6.81541170187533,97.8,76738752.5562372,76.7387525562372,6237341.7721519,12.3031181165758
"Borax Lake Hot Spring",58.3333333333333,36,7,29,254,"Black 1994",Oregon,1.76591679396663,42.332,-118.602,6345733.33333333,7077933.33333333,6.80248181779667,47.9,147764787.752262,147.764787752262,7242519.68503937,20.4024005702731
"Eagle Point Spring",0.25,35,6,29,616,"Black 1994",Oregon,-0.60205999132796,42.437,-121.848,26150,30334,4.41747169320329,49.6,611572.580645161,0.61157258064516,12798.7012987013,47.783956072732
"Twin Hot Springs",1.91666666666667,38,8.3,29.7,247,"Black 1994",Oregon,0.28254658996997,42.256,-118.308,224541.333333333,238174.2,5.35129629717141,47.9,4972321.50313152,4.97232150313152,244712.550607287,20.3190293705494
"Cook Creek HS",0.66666666666667,36,4.7,31.3,529,"Black 1994",Oregon,-0.17609125905568,45.891,-116.873,72522.6666666667,87306.1333333333,4.86047376477435,89.9,971147.200593252,0.97114720059325,39742.9111531191,24.4357338809851
"Hidaway Springs",9.5,38,5.8,32.2,484,"Black 1994",Oregon,0.97772360528885,45.129,-118.738,1112944,1279885.6,6.04647331249028,81.3,15742750.3075031,15.7427503075031,618991.73553719,25.4328925633244
"Antelope Hot Springs",1.25,40,7.2,32.8,342,"Black 1994",Oregon,0.09691001300806,42.501,-119.673,156900,171544,5.19562294358694,80.1,2141622.97128589,2.14162297128589,115263.157894737,18.5802906184621
"Hot Spring",0.33333333333333,41,8,33,285,"Black 1994",Oregon,-0.47712125471966,43.302,-117.383,43234.6666666667,46024,4.63583211497383,97.8,470593.047034765,0.47059304703476,36884.2105263158,12.758658524059
"Terwilliger HS",1.83333333333333,42,9,33,1409,"Black 1994",Oregon,0.26324143477458,44.080,-122.239,245461.333333333,253132,5.3899830889537,41.1,6158929.44038929,6.15892944038929,41033.3569907736,150.095675617623
"Union Junction Warm Spring 1",0.91666666666667,37,3.8,33.2,568,"Black 1994",Oregon,-0.0377885608894,45.201,-117.914,103554,127333.066666667,5.01516687912881,89.9,1416385.61364479,1.41638561364479,50894.3661971831,27.8299096634233
"Fisher Hot Springs",4.73333333333333,37,3.8,33.2,541,"Black 1994",Oregon,0.67516708966339,44.975,-118.044,534715.2,657501.653333333,5.7281225296816,81.3,8087351.2095121,8.0873512095121,275915.711645102,29.310948482392
"Wall Creek WS",0.16666666666667,41,7,34,1608,"Black 1994",Oregon,-0.77815125038364,43.808,-122.309,21617.3333333333,23709.3333333333,4.33480211930985,41.1,576869.424168694,0.57686942416869,3268.65671641791,176.485166298185
"Sweet Water Warm Springs",0.95,38,3.8,34.2,568,"Black 1994",Oregon,-0.02227639471115,45.116,-117.9,111294.4,135938.16,5.04647331249028,89.9,1512104.11568409,1.51210411568409,52745.0704225352,28.6681599544903
"Venatore HS",19.1666666666667,42,7.2,34.8,278,"Black 1994",Oregon,1.28254658996997,43.394,-118.308,2566186.66666667,2790728,6.40928824414909,142.9,19529237.2288314,19.5292372288314,2174244.60431655,8.98207919663675
"Eagles Nest Spring 2",0.33333333333333,42,7,35,284,"Black 1994",Oregon,-0.47712125471966,43.210,-119.058,44629.3333333333,48813.3333333333,4.64962039945946,47.9,1019067.50173974,1.01906750173974,37014.0845070423,27.5318845599396
"Kitson HS",2.16666666666667,43,8,35,1439,"Black 1994",Oregon,0.33579210192319,43.688,-122.37,299156,317286.666666667,5.4758977176603,41.1,7719870.2351987,7.7198702351987,47482.9742876998,162.581859098041
"Jackson Hot Springs",16.6666666666667,44,8,36,812,"Black 1994",Oregon,1.22184874961636,42.221,-122.745,2370933.33333333,2510400,6.37491934251783,42.4,59207547.1698113,59.2075471698113,647290.640394089,91.469802705264
"Willow Creek Hot Spring",1.91666666666667,46,8.3,37.7,247,"Black 1994",Oregon,0.28254658996997,42.278,-118.257,288696,302328.866666667,5.46044076659647,47.9,6311667.36256089,6.31166736256089,244712.550607287,25.7921685949398
"Hallinan Spring 1",1.25,45,6.4,38.6,438,"Black 1994",Oregon,0.09691001300806,42.080,-119.925,183050,201878,5.26256973321755,80.1,2520324.59425718,2.52032459425718,90000,28.0036066028575
"Umpqua Hot Springs",0.33333333333333,47,8.1,38.9,1258,"Black 1994",Oregon,-0.47712125471966,43.294,-122.367,51602.6666666667,54252.5333333333,4.71267214520655,42.4,1279540.88050314,1.27954088050314,8356.12082670906,153.126182236773
"Canters HS",0.66666666666667,49,7.5,41.5,305,"Black 1994",Oregon,-0.17609125905568,42.976,-117.062,108784,115757.333333333,5.03656502383004,97.8,1183612.81526926,1.18361281526926,68931.1475409836,17.170943143889
"Bathtub Spring",0.58333333333333,51,6.7,44.3,288,"Black 1994",Oregon,-0.23408320603337,43.197,-119.108,100067.333333333,108121.533333333,5.00029232654559,47.9,2257234.51635351,2.25723451635351,63875,35.3383094536754
"Flagstaff Butte HS",1.83333333333333,53,8.6,44.4,237,"Black 1994",Oregon,0.26324143477458,42.186,-118.385,329838.666666667,340577.6,5.51830156621339,47.9,7110179.54070981,7.11017954070981,243949.367088608,29.1461282542588
"Summer Lake Hot Spring",1.25,51,6,45,468,"Black 1994",Oregon,0.09691001300806,42.718,-120.652,214430,235350,5.33128554558701,80.1,2938202.24719101,2.93820224719101,84230.7692307692,34.8827664050074
"Easterday Hot Spring",16.6666666666667,52,6.9,45.1,290,"Black 1994",Oregon,1.22184874961636,42.079,-117.758,2928800,3144973.33333333,6.46668971587347,97.8,32157191.5473756,32.1571915473756,1812413.79310345,17.7427426726387
"Bagby Hot Springs",1.66666666666667,58,8.8,49.2,2182,"Black 1994",Oregon,0.22184874961636,44.936,-122.173,334720,343088,5.52468166285116,32.6,10524171.7791411,10.5241717791411,24087.9926672777,436.905304834206
"Warner Valley Ranch Hot Springs",1,58,7.1,50.9,408,"Black 1994",Oregon,0,42.215,-119.872,200832,212965.6,5.3028329132348,80.1,2658746.56679151,2.65874656679151,77294.1176470588,34.3977866327669
"Beulah HS",0.83333333333333,60,7.8,52.2,291,"Black 1994",Oregon,-0.07918124604762,43.941,-118.13,174333.333333333,182004,5.24138043414761,142.9,1273645.90622813,1.27364590622813,90309.2783505155,14.1031567242156
"Turner (Big) Hot Spring",2.5,61,8.2,52.8,312,"Black 1994",Oregon,0.39794000867204,42.118,-121.29,533460,552288,5.72710186062919,49.6,11134838.7096774,11.1348387096774,252692.307692308,44.0648107232288
"Radium Hot Springs",19.1666666666667,57,3.8,53.2,541,"Black 1994",Oregon,1.28254658996997,44.927,-117.939,3769086.66666667,4266285.33333333,6.5762361237649,89.9,47455899.1472006,47.4558991472006,1117264.32532348,42.4750867557334
"Mitchell Butte Hot Spring",1,62,8.6,53.4,289,"Black 1994",Oregon,0,43.763,-117.156,217568,223425.6,5.33759501949402,109.6,2038554.74452555,2.03855474452555,109121.107266436,18.6815804530658
"Bigelow HS",0.16666666666667,61,6.5,54.5,1598,"Black 1994",Oregon,-0.77815125038364,44.240,-122.058,35564,38004.6666666667,4.55101060157351,41.1,924687.753446877,0.92468775344688,3289.11138923655,281.136040716916
"Unnamed Hot Spring",5.66666666666667,62,7.1,54.9,285,"Black 1994",Oregon,0.75332766665861,43.646,-118.251,1232885.33333333,1301642.4,6.09092268615263,142.9,9108764.17074878,9.10876417074878,627031.578947368,14.5268029180287
"Medical HS",3.33333333333333,61,5.9,55.1,403,"Black 1994",Oregon,0.52287874528034,45.018,-117.625,711280,768461.333333333,5.85204059723749,89.9,8547956.98924731,8.54795698924731,260843.672456576,32.7704211060375
"Luce HS",3.75,63,7.4,55.6,278,"Black 1994",Oregon,0.57403126772772,43.469,-118.202,831570,872364,5.91989881318773,142.9,6104716.58502449,6.10471658502449,425395.683453237,14.3506782566955
"Hallinan Spring 2",0.33333333333333,66,6.4,59.6,438,"Black 1994",Oregon,-0.47712125471966,42.078,-119.922,78101.3333333333,83122.1333333333,4.89265844814576,80.1,1037729.50478568,1.03772950478568,24000,43.2387293660702
"South Harney Lake Hot Spring",7.5,67,7,60,284,"Black 1994",Oregon,0.8750612633917,43.185,-119.058,1788660,1882800,6.25252779492341,47.9,39306889.3528184,39.3068893528184,832816.901408451,47.1975163884678
"Fisher Hot Springs",1.25,68,6.2,61.8,410,"Black 1994",Oregon,0.09691001300806,42.297,-119.772,303340,323214,5.48192968243021,80.1,4035131.08614232,4.03513108614232,96146.3414634146,41.9686388969648
"Little Valley Hot Springs",9.16666666666667,70,7.1,62.9,322,"Black 1994",Oregon,0.9622114391106,43.893,-117.501,2301200,2412424.66666667,6.36195436535346,109.6,22011173.9659367,22.0111739659367,897763.97515528,24.5177736855944
"McCreadie HS",1.25,73,8,65,1439,"Black 1994",Oregon,0.09691001300806,43.705,-122.288,329490,339950,5.51784223832086,41.1,8271289.53771289,8.27128953771289,27394.0236275191,301.937738324933
"Leithead Hot Spring",3.1,72,6.8,65.2,429,"Black 1994",Oregon,0.49136169383427,42.165,-120.347,804164.8,845670.08,5.90534505919174,80.1,10557678.9013733,10.5576789013733,227882.517482517,46.3294816030951
"Crane Hot Springs",11.6666666666667,78,7.7,70.3,255,"Black 1994",Oregon,1.06694678963061,43.441,-118.639,3319306.66666667,3431577.33333333,6.52104737819607,142.9,24013837.1821787,24.0138371821787,1442823.52941176,16.6436412303098
"Alvord HS",31.25,78,7,71,270,"Black 1994",Oregon,1.49485002168009,42.547,-118.533,8891000,9283250,6.94895061024555,47.9,193804801.670146,193.804801670146,3650000,53.0972059370263
"Foley Springs",1.66666666666667,81,7.9,73.1,1663,"Black 1994",Oregon,0.22184874961636,44.153,-122.098,495106.666666667,509750.666666667,5.69469877419465,41.1,12402692.6196269,12.4026926196269,31605.5321707757,392.421572040327
"Mickey HS",1.66666666666667,87,8.9,78.1,232,"Black 1994",Oregon,0.22184874961636,42.676,-118.344,536946.666666667,544617.333333333,5.72993115064806,47.9,11369881.6979819,11.3698816979819,226551.724137931,50.1866924264042
"Hunters Hot Spring SW",3.08333333333333,85,6.8,78.2,429,"Black 1994",Oregon,0.48902047801937,42.218,-120.374,967550,1008832.13333333,5.98567341727029,80.1,12594658.343737,12.594658343737,226657.342657343,55.5669549288656
"Austin Hot Springs",16.6666666666667,86,7.1,78.9,2326,"Black 1994",Oregon,1.22184874961636,45.021,-122.009,5299733.33333333,5501960,6.72425401775637,38.6,142537823.834197,142.537823834197,225967.325881341,630.789532416937
"Neal Hot Spring",1.5,88,8.6,79.4,290,"Black 1994",Oregon,0.17609125905568,44.025,-117.46,489528,498314.4,5.68977753760538,109.6,4546664.23357664,4.54666423357664,163117.24137931,27.8735968995693
"Olene Gap Spring",3.33333333333333,87,7.4,79.6,364,"Black 1994",Oregon,0.52287874528034,42.173,-121.616,1073893.33333333,1110154.66666667,6.03096114631204,49.6,22382150.5376344,22.3821505376344,288791.208791209,77.5028804765879
"Belknap Springs",4.75,89,6.5,82.5,1598,"Black 1994",Oregon,0.67669360962487,44.193,-122.049,1570046,1639605,6.19591237677453,41.1,39893065.6934307,39.8930656934307,93739.6745932416,425.572905672396
"Middle Borax Lake Hot Spring",0.16666666666667,91,7,84,254,"Black 1994",Oregon,-0.77815125038364,42.331,-118.602,56484,58576,4.75192544435422,47.9,1222881.00208768,1.22288100208768,20692.9133858268,59.0966085483774
"Hot Lake Springs",95,85,0.8,84.2,701,"Black 1994",Oregon,1.97772360528885,45.243,-117.958,29811000,33467816,7.47437654453977,89.9,372278264.738598,372.278264738598,4273780.31383738,87.1074873767515
"Breitenbush Hot Springs",56.6666666666667,92,7,85,2250,"Black 1994",Oregon,1.75332766665861,44.782001,-121.974998,19441653.3333333,20152933.3333333,7.28873319490155,38.6,522096718.480138,522.096718480138,794240,657.35384578986
"Barry Ranch Hot Springs",0.63333333333333,92,6.8,85.2,429,"Black 1994",Oregon,-0.19836765376683,42.156,-120.343,217289.066666667,225768.64,5.3370378744761,80.1,2818584.7690387,2.8185847690387,46556.6433566434,60.5409790273574
"Vale Hot Springs",1.25,97,8.8,88.2,290,"Black 1994",Oregon,0.09691001300806,43.982,-117.233,455010,461286,5.65802094148589,109.6,4208813.86861314,4.20881386861314,135931.034482759,30.9628620471286
"Hunters Hot Springs",33.3333333333333,96,6.8,89.2,429,"Black 1994",Oregon,1.52287874528034,42.224,-120.371,11994133.3333333,12440426.6666667,7.07896887238312,80.1,155311194.340408,155.311194340408,2450349.65034965,63.3832785122098
