,longitude,latitude,heat_flow,geometry
9239,-99.1011,26.9934,79.0,POINT (-99.1011 26.9934)
9257,-101.8684,31.7432,55.0,POINT (-101.8684 31.7432)
9260,-111.72885090000001,45.3674047,3442.6,POINT (-111.7288509 45.3674047)
9270,-83.5556,42.0457,38.0,POINT (-83.5556 42.0457)
9277,-94.4639,29.9307,56.0,POINT (-94.4639 29.9307)
9370,-96.0626,32.9757,83.0,POINT (-96.0626 32.9757)
9376,-117.33950459999998,43.9940654,79.0,POINT (-117.3395046 43.9940654)
9413,-98.1552,28.5595,69.0,POINT (-98.15519999999999 28.5595)
9431,-106.1306,43.14,52.0,POINT (-106.1306 43.14)
9484,-92.6147,33.0186,77.0,POINT (-92.6147 33.0186)
9492,-91.2171,28.8659,38.0,POINT (-91.2171 28.8659)
9498,-86.9855,37.6505,47.0,POINT (-86.9855 37.6505)
9512,-96.7148,29.9342,76.0,POINT (-96.7148 29.9342)
9577,-106.94562649999999,38.988325200000006,129.0,POINT (-106.9456265 38.98832520000001)
9586,-79.2937436,40.805282,48.7,POINT (-79.2937436 40.805282)
9593,-95.1877,33.3126,82.0,POINT (-95.18770000000001 33.3126)
9639,-76.89582,42.30921,64.2,POINT (-76.89582 42.30921)
9707,-92.3332,32.5672,61.0,POINT (-92.33320000000001 32.5672)
9745,-122.8010754,38.8198783,583.0,POINT (-122.8010754 38.8198783)
9764,-77.3889,42.3712,38.69,POINT (-77.38890000000001 42.3712)
9776,-91.9431,32.0822,52.0,POINT (-91.9431 32.0822)
9778,-98.3898,35.5966,65.0,POINT (-98.38979999999999 35.5966)
9790,-81.4428,38.3063,51.0,POINT (-81.44280000000001 38.3063)
9812,-78.6742,42.7008,33.81,POINT (-78.6742 42.7008)
9814,-101.5855,39.3361,56.0,POINT (-101.5855 39.3361)
9826,-77.40016,42.53342,44.76,POINT (-77.40016 42.53342)
9840,-116.05584070000002,34.2217306,36.0,POINT (-116.0558407 34.2217306)
9845,-79.0301,40.7689,66.8,POINT (-79.0301 40.7689)
9867,-117.2176461,40.4254019,115.3152,POINT (-117.2176461 40.4254019)
9898,-96.4021,29.1482,52.0,POINT (-96.4021 29.1482)
9922,-79.6766,42.164,52.8,POINT (-79.67659999999999 42.164)
9979,-113.13581709999998,39.564945,244.608,POINT (-113.1358171 39.564945)
9992,-98.0215,35.7829,48.0,POINT (-98.0215 35.7829)
10005,-96.2283,31.7403,68.0,POINT (-96.2283 31.7403)
10041,-79.4412405,40.837669,48.6,POINT (-79.44124050000001 40.837669)
10072,-105.0506,42.87,52.0,POINT (-105.0506 42.87)
10084,-78.8298,40.497,52.0,POINT (-78.82980000000001 40.497)
10101,-89.636,29.0997,36.0,POINT (-89.636 29.0997)
10112,-119.3543104,40.6915803,25.0,POINT (-119.3543104 40.6915803)
10151,-85.4671,44.6762,52.0,POINT (-85.4671 44.6762)
10173,-96.65308420000001,33.2501436,51.0,POINT (-96.65308420000001 33.2501436)
10219,-84.8831,42.0897,48.0,POINT (-84.8831 42.0897)
10282,-85.8754,42.8139,42.0,POINT (-85.8754 42.8139)
10283,-76.6091,42.8492,35.24,POINT (-76.6091 42.8492)
10284,-87.3125,37.9187,44.0,POINT (-87.3125 37.9187)
10307,-79.1711,42.488,53.19,POINT (-79.1711 42.488)
10322,-79.5223518,41.7450581,56.8,POINT (-79.5223518 41.7450581)
10387,-98.1673,32.5642,55.0,POINT (-98.1673 32.5642)
10390,-96.0126,31.5003,56.0,POINT (-96.01260000000001 31.5003)
10391,-106.2066027,38.832998100000005,113.0,POINT (-106.2066027 38.8329981)
10394,-118.93933759999999,43.1365575,79.0,POINT (-118.9393376 43.1365575)
10402,-98.507,37.317,49.0,POINT (-98.50700000000001 37.317)
10410,-98.4759,28.3537,75.0,POINT (-98.4759 28.3537)
10421,-78.8948,42.3315,43.58,POINT (-78.8948 42.3315)
10457,-119.94940770000001,43.559844700000006,127.4,POINT (-119.9494077 43.55984470000001)
10462,-79.0555,42.2034,49.46,POINT (-79.05549999999999 42.2034)
10468,-104.0514,35.1276,61.0,POINT (-104.0514 35.1276)
10501,-118.5467709,39.520103999999996,3330.0,POINT (-118.5467709 39.520104)
10549,-110.5409,48.8799,62.0,POINT (-110.5409 48.8799)
10572,-96.6337,29.2943,65.0,POINT (-96.6337 29.2943)
10575,-95.211,35.3982,59.0,POINT (-95.211 35.3982)
10580,-99.6467,28.471,51.0,POINT (-99.6467 28.471)
10587,-117.62759550000001,35.4666895,77.0,POINT (-117.6275955 35.4666895)
10588,-97.0836,30.2266,72.0,POINT (-97.0836 30.2266)
10603,-101.374,38.0344,32.0,POINT (-101.374 38.0344)
10635,-105.233861,37.2667287,102.0,POINT (-105.233861 37.2667287)
10636,-105.233861,37.2667287,108.0,POINT (-105.233861 37.2667287)
10738,-78.8676,42.3671,56.05,POINT (-78.8676 42.3671)
10745,-79.611213,41.8179621,58.2,POINT (-79.61121300000001 41.8179621)
10749,-99.6368,28.7075,59.0,POINT (-99.63679999999999 28.7075)
10752,-80.4522,39.074,57.0,POINT (-80.4522 39.074)
10802,-79.4356136,40.6077718,40.5,POINT (-79.4356136 40.6077718)
10805,-79.3178848,40.8834527,40.8,POINT (-79.3178848 40.8834527)
10853,-96.8612,36.6301,50.0,POINT (-96.8612 36.6301)
10864,-79.144,42.2113,47.63,POINT (-79.14400000000001 42.2113)
10907,-85.2972,36.5187,49.0,POINT (-85.2972 36.5187)
10914,-117.2301678,43.9790331,194.6,POINT (-117.2301678 43.9790331)
10935,-113.4016075,38.0436675,64.0,POINT (-113.4016075 38.0436675)
10944,-96.8914,28.9867,58.0,POINT (-96.8914 28.9867)
11009,-78.7149,40.9971,75.2,POINT (-78.7149 40.9971)
11014,-75.83353000000001,42.137409999999996,50.19,POINT (-75.83353000000001 42.13741)
11037,-87.0761,38.0722,48.0,POINT (-87.0761 38.0722)
11050,-79.6003,42.0334,53.56,POINT (-79.6003 42.0334)
11053,-95.3042,29.2293,63.0,POINT (-95.30419999999999 29.2293)
11073,-106.3607,45.3799,42.0,POINT (-106.3607 45.3799)
11083,-95.9966,29.7648,65.0,POINT (-95.9966 29.7648)
11089,-86.0166664,33.2668539,40.0,POINT (-86.01666640000001 33.2668539)
11095,-96.200278,35.4700948,86.0,POINT (-96.200278 35.4700948)
11099,-103.6405,30.4022,46.0,POINT (-103.6405 30.4022)
11107,-87.5521,37.4192,29.0,POINT (-87.5521 37.4192)
11120,-119.3260098,40.7054804,25.48,POINT (-119.3260098 40.7054804)
11121,-77.3687,42.2341,47.0,POINT (-77.3687 42.2341)
11124,-81.514,26.3284,41.0,POINT (-81.514 26.3284)
11128,-98.4223,33.1111,60.0,POINT (-98.42230000000001 33.1111)
11145,-96.9277,37.8012,48.0,POINT (-96.9277 37.8012)
11159,-100.0872,35.0218,30.0,POINT (-100.0872 35.0218)
11177,-102.4664,30.6902,69.0,POINT (-102.4664 30.6902)
11184,-78.079,42.6775,54.8,POINT (-78.07899999999999 42.6775)
11199,-99.1954,27.0799,73.0,POINT (-99.19540000000001 27.0799)
11202,-119.41881070000001,40.596880999999996,33.0,POINT (-119.4188107 40.596881)
11211,-97.0303,30.1897,64.0,POINT (-97.0303 30.1897)
11241,-81.1402,38.8546,68.0,POINT (-81.14019999999999 38.8546)
11286,-112.35369320000001,46.75439779999999,163.0,POINT (-112.3536932 46.75439779999999)
11293,-111.8809,47.3099,55.0,POINT (-111.8809 47.3099)
11320,-96.2928,29.1116,64.0,POINT (-96.2928 29.1116)
11364,-103.8084,41.7877,50.0,POINT (-103.8084 41.7877)
11416,-100.6305,32.8695,51.0,POINT (-100.6305 32.8695)
11439,-82.285,37.598,47.0,POINT (-82.285 37.598)
11442,-79.3124,42.2968,51.51,POINT (-79.3124 42.2968)
11471,-78.03304370000001,41.0827083,53.5,POINT (-78.03304370000001 41.0827083)
11494,-119.38771059999999,40.64658060000001,565.0,POINT (-119.3877106 40.64658060000001)
11525,-96.9188,36.4272,47.0,POINT (-96.9188 36.4272)
11558,-117.38570700000001,44.0533646,100.0,POINT (-117.385707 44.0533646)
11577,-128.6680851,47.8243987,563.0,POINT (-128.6680851 47.8243987)
11602,-100.9444,32.5811,57.0,POINT (-100.9444 32.5811)
11608,-78.7002484,40.71310510000001,48.9,POINT (-78.70024840000001 40.71310510000001)
11613,-118.55797,39.435505299999996,167.076,POINT (-118.55797 39.4355053)
11635,-98.0566,27.5546,53.0,POINT (-98.0566 27.5546)
11675,-99.1603,26.953,85.0,POINT (-99.16030000000001 26.953)
11676,-77.9967,42.1714,50.62,POINT (-77.9967 42.1714)
11689,-79.3754,42.3625,55.49,POINT (-79.3754 42.3625)
11693,-97.5008,38.2019,46.0,POINT (-97.5008 38.2019)
11696,-93.8832,32.1842,63.0,POINT (-93.8832 32.1842)
11709,-81.9803,38.9522,48.0,POINT (-81.9803 38.9522)
11714,-79.4283255,40.8622364,48.1,POINT (-79.4283255 40.8622364)
11723,-95.0455,32.1329,70.0,POINT (-95.0455 32.1329)
11748,-98.0533,33.4391,55.0,POINT (-98.05329999999999 33.4391)
11784,-106.7507,47.3799,65.0,POINT (-106.7507 47.3799)
11856,-102.6532,42.4061,69.0,POINT (-102.6532 42.4061)
11869,-115.6709216,33.2968571,825.0,POINT (-115.6709216 33.2968571)
11885,-126.85178959999999,48.6662545,61.4,POINT (-126.8517896 48.6662545)
11890,-79.5891,42.1283,56.11,POINT (-79.5891 42.1283)
11930,-93.9168,33.4173,63.0,POINT (-93.91679999999999 33.4173)
12003,-112.8365962,38.492163700000006,186.2,POINT (-112.8365962 38.49216370000001)
12050,-78.3135,40.997,64.2,POINT (-78.3135 40.997)
12122,-94.505,32.0833,68.0,POINT (-94.505 32.0833)
12132,-104.7714,40.6242,53.0,POINT (-104.7714 40.6242)
12145,-79.8396493,41.5087336,57.3,POINT (-79.8396493 41.5087336)
12224,-96.6373,29.4649,71.0,POINT (-96.6373 29.4649)
12241,-97.2637,29.4378,71.0,POINT (-97.2637 29.4378)
12244,-79.2296,42.3954,39.0,POINT (-79.2296 42.3954)
12250,-96.0719,32.1554,75.0,POINT (-96.0719 32.1554)
12268,-95.1373,33.6668,71.0,POINT (-95.1373 33.6668)
12279,-94.5811,31.7594,71.0,POINT (-94.58110000000001 31.7594)
12282,-100.7074,30.5832,69.0,POINT (-100.7074 30.5832)
12307,-98.57,28.4979,59.0,POINT (-98.56999999999999 28.4979)
12320,-112.56165940000001,44.134603600000005,285.0,POINT (-112.5616594 44.13460360000001)
12344,-98.5003,32.0385,47.0,POINT (-98.5003 32.0385)
12425,-118.6216707,39.355706,132.44,POINT (-118.6216707 39.355706)
12457,-81.4716,37.6298,55.0,POINT (-81.4716 37.6298)
12469,-98.6976,35.0987,56.0,POINT (-98.69759999999999 35.0987)
12481,-118.7169834,40.0703944,153.972,POINT (-118.7169834 40.0703944)
12506,-99.304,37.9488,48.0,POINT (-99.304 37.9488)
12518,-92.9302,31.7802,60.0,POINT (-92.9302 31.7802)
12560,-79.06756,42.372170000000004,54.51,POINT (-79.06756 42.37217)
12614,-84.3928,36.0462,46.0,POINT (-84.39279999999999 36.0462)
12665,-106.9317,35.9186,52.0,POINT (-106.9317 35.9186)
12718,-126.85308970000001,48.6676545,37.5,POINT (-126.8530897 48.6676545)
12769,-94.6153,30.2629,65.0,POINT (-94.6153 30.2629)
12778,-84.9357,44.2087,35.0,POINT (-84.9357 44.2087)
12812,-103.6395,42.61,53.0,POINT (-103.6395 42.61)
12814,-119.3252128,40.9081777,92.0,POINT (-119.3252128 40.9081777)
12839,-103.1694,32.3201,33.0,POINT (-103.1694 32.3201)
12863,-119.3377113,40.7815792,502.0,POINT (-119.3377113 40.7815792)
12910,-80.1093805,41.458748299999996,58.1,POINT (-80.1093805 41.4587483)
12915,-78.8992,42.407,44.31,POINT (-78.89919999999999 42.407)
12943,-120.6034227,45.120928799999994,125.5,POINT (-120.6034227 45.12092879999999)
12961,-115.77543590000002,42.6263891,139.0,POINT (-115.7754359 42.6263891)
12982,-90.8843,28.8087,40.0,POINT (-90.8843 28.8087)
12994,-81.938,37.4189,64.0,POINT (-81.938 37.4189)
13007,-128.6697542,47.912232,286.0,POINT (-128.6697542 47.912232)
13031,-119.0087874,39.7858961,1069.25,POINT (-119.0087874 39.7858961)
13033,-79.2542,42.2346,62.31,POINT (-79.2542 42.2346)
13045,-79.8572368,41.6805994,58.2,POINT (-79.8572368 41.6805994)
13059,-80.467872,41.8241397,40.7,POINT (-80.467872 41.8241397)
13074,-94.798,32.4013,74.0,POINT (-94.798 32.4013)
13093,-82.8864,36.9945,59.0,POINT (-82.88639999999999 36.9945)
13124,-97.9003,31.3544,39.0,POINT (-97.9003 31.3544)
13156,-102.3566,41.4583,72.0,POINT (-102.3566 41.4583)
13158,-80.5083308,41.4479041,53.0,POINT (-80.5083308 41.4479041)
13159,-82.7288,36.9305,59.0,POINT (-82.72880000000001 36.9305)
13185,-99.5192,28.6596,49.0,POINT (-99.5192 28.6596)
13231,-98.0069,38.5,38.0,POINT (-98.0069 38.5)
13232,-80.3821571,41.1884625,61.9,POINT (-80.3821571 41.1884625)
13354,-95.6479,31.0907,75.0,POINT (-95.64790000000001 31.0907)
13362,-96.2576,34.543,51.0,POINT (-96.2576 34.543)
13389,-103.0415,33.2051,48.0,POINT (-103.0415 33.2051)
13403,-100.9004,34.6668,64.0,POINT (-100.9004 34.6668)
13435,-104.8402,37.2663,77.0,POINT (-104.8402 37.2663)
13455,-94.0618,31.9593,70.0,POINT (-94.06180000000001 31.9593)
13516,-79.3116,40.5374,91.4,POINT (-79.3116 40.5374)
13539,-90.0013,32.6243,59.0,POINT (-90.0013 32.6243)
13541,-80.5047,38.9354,66.0,POINT (-80.5047 38.9354)
13548,-79.4996,42.1097,52.3,POINT (-79.4996 42.1097)
13549,-78.7645689,40.6965572,49.7,POINT (-78.7645689 40.6965572)
13555,-87.5986,37.4614,41.0,POINT (-87.5986 37.4614)
13569,-109.96736059999999,32.400115,297.0,POINT (-109.9673606 32.400115)
13574,-127.71639270000001,47.86491029999999,562.0,POINT (-127.7163927 47.86491029999999)
13591,-107.28,35.8815,63.0,POINT (-107.28 35.8815)
13625,-108.8546264,31.863735499999997,95.8136,POINT (-108.8546264 31.8637355)
13645,-96.5167,29.22,49.0,POINT (-96.5167 29.22)
13693,-100.3101,39.4958,52.0,POINT (-100.3101 39.4958)
13721,-98.0979,27.1738,52.0,POINT (-98.0979 27.1738)
13736,-89.7352,31.451,53.0,POINT (-89.73520000000001 31.451)
13756,-99.387,28.9672,47.0,POINT (-99.387 28.9672)
13802,-103.6905,30.7112,53.0,POINT (-103.6905 30.7112)
13844,-94.7744,30.305,31.0,POINT (-94.7744 30.305)
13874,-102.0805,47.43,51.0,POINT (-102.0805 47.43)
13876,-96.8123,36.2823,45.0,POINT (-96.81229999999999 36.2823)
13896,-89.6337,32.3464,54.0,POINT (-89.6337 32.3464)
13914,-78.8044934,41.75475529999999,28.8,POINT (-78.8044934 41.75475529999999)
13919,-99.74373440000001,43.7899781,114.1,POINT (-99.74373440000001 43.7899781)
13940,-115.3639023,41.128907899999994,318.0,POINT (-115.3639023 41.12890789999999)
13966,-96.6477,28.4964,69.0,POINT (-96.6477 28.4964)
13988,-76.144674,32.766852,38.5,POINT (-76.14467399999999 32.766852)
14020,-96.1266,38.7627,55.0,POINT (-96.1266 38.7627)
14022,-100.7144,36.6081,58.0,POINT (-100.7144 36.6081)
14054,-89.0501,38.3401,58.0,POINT (-89.0501 38.3401)
14055,-88.18,38.5601,47.0,POINT (-88.18000000000001 38.5601)
14073,-103.91,42.2042,51.0,POINT (-103.91 42.2042)
14076,-80.1431,40.0981,83.2,POINT (-80.1431 40.0981)
14094,-81.5783,37.7402,58.0,POINT (-81.5783 37.7402)
14113,-96.4459,33.0425,63.0,POINT (-96.44589999999999 33.0425)
14117,-106.1015509,31.9964446,392.0,POINT (-106.1015509 31.9964446)
14120,-110.92700390000002,34.540055200000005,39.0,POINT (-110.9270039 34.5400552)
14127,-119.5443611,43.4748492,130.0,POINT (-119.5443611 43.4748492)
14131,-119.5443611,43.4748492,142.0,POINT (-119.5443611 43.4748492)
14135,-119.5443611,43.4748492,146.0,POINT (-119.5443611 43.4748492)
14189,-100.8692,40.3111,54.0,POINT (-100.8692 40.3111)
14215,-107.0505837,32.983414,120.0,POINT (-107.0505837 32.983414)
14216,-107.0505837,32.983414,125.0,POINT (-107.0505837 32.983414)
14222,-99.3003,32.3668,55.0,POINT (-99.30029999999999 32.3668)
14242,-80.233135,41.4451573,58.9,POINT (-80.233135 41.4451573)
14265,-97.5726,27.6169,63.0,POINT (-97.57259999999999 27.6169)
14290,-99.6485,27.9246,66.0,POINT (-99.6485 27.9246)
14314,-107.1864053,35.50035379999999,46.0,POINT (-107.1864053 35.50035379999999)
14331,-87.5759,37.4345,34.0,POINT (-87.5759 37.4345)
14395,-79.7363,40.4002,62.0,POINT (-79.7363 40.4002)
14418,-81.8185,38.3529,59.0,POINT (-81.8185 38.3529)
14423,-83.4498,44.4839,23.0,POINT (-83.4498 44.4839)
14489,-93.7402,29.7602,48.0,POINT (-93.7402 29.7602)
14494,-99.3772,27.0161,73.0,POINT (-99.3772 27.0161)
14499,-106.7707,46.2199,53.0,POINT (-106.7707 46.2199)
14529,-79.5304069,40.5529985,50.4,POINT (-79.5304069 40.5529985)
14552,-105.4007,48.2699,67.0,POINT (-105.4007 48.2699)
14609,-83.005,42.7274,57.0,POINT (-83.005 42.7274)
14617,-82.6413,37.7176,46.0,POINT (-82.6413 37.7176)
14637,-97.7582,26.2995,63.0,POINT (-97.7582 26.2995)
14647,-121.34778200000001,41.69984960000001,243.0,POINT (-121.347782 41.69984960000001)
14678,-87.5547,37.4547,37.0,POINT (-87.5547 37.4547)
14695,-111.48404140000001,36.950000200000005,54.0,POINT (-111.4840414 36.95000020000001)
14696,-104.8401,37.266,80.0,POINT (-104.8401 37.266)
14710,-79.627,42.2278,55.52,POINT (-79.627 42.2278)
14726,-119.8093051,39.4831939,132.0,POINT (-119.8093051 39.4831939)
14730,-76.7735,42.2728,57.0,POINT (-76.7735 42.2728)
14808,-97.0257,36.0504,47.0,POINT (-97.0257 36.0504)
14810,-117.21370139999999,44.02786629999999,88.0,POINT (-117.2137014 44.02786629999999)
14814,-86.7356,37.4993,37.0,POINT (-86.73560000000001 37.4993)
14837,-94.5248,32.0862,76.0,POINT (-94.5248 32.0862)
14839,-96.2249,31.8297,71.0,POINT (-96.22490000000001 31.8297)
14897,-118.32301170000001,42.6629671,29.0,POINT (-118.3230117 42.6629671)
14898,-118.32301170000001,42.6629671,63.0,POINT (-118.3230117 42.6629671)
14909,-79.5056,42.058,46.7,POINT (-79.5056 42.058)
14915,-94.1369,29.9514,62.0,POINT (-94.1369 29.9514)
14927,-96.8153,35.3692,63.0,POINT (-96.81529999999999 35.3692)
14932,-117.72376270000001,40.579595700000006,135.0,POINT (-117.7237627 40.57959570000001)
14958,-78.9711707,41.531635200000004,45.0,POINT (-78.9711707 41.5316352)
14978,-78.3249,41.0056,56.0,POINT (-78.3249 41.0056)
14990,-117.10254009999998,40.2308055,439.5,POINT (-117.1025401 40.2308055)
15013,-117.8376014,38.28493029999999,61.152,POINT (-117.8376014 38.28493029999999)
15021,-97.0674,28.3997,52.0,POINT (-97.06740000000001 28.3997)
15029,-117.5101449,39.735709299999996,84.0,POINT (-117.5101449 39.7357093)
15045,-89.1133,31.0495,61.0,POINT (-89.1133 31.0495)
15059,-90.2201,29.0727,39.0,POINT (-90.2201 29.0727)
15074,-109.0208,46.1499,55.0,POINT (-109.0208 46.1499)
15085,-98.0838,28.2837,79.0,POINT (-98.0838 28.2837)
15134,-82.8097,43.3122,54.0,POINT (-82.80970000000001 43.3122)
15162,-118.5569683,39.3139072,246.9,POINT (-118.5569683 39.3139072)
15184,-99.2426,38.2308,59.0,POINT (-99.2426 38.2308)
15199,-112.16444720000001,35.5262253,32.0,POINT (-112.1644472 35.5262253)
15251,-95.4622,29.5583,51.0,POINT (-95.4622 29.5583)
15256,-104.5482,39.78,52.0,POINT (-104.5482 39.78)
15309,-89.4298,31.6568,53.0,POINT (-89.4298 31.6568)
15328,-99.3503,34.35,57.0,POINT (-99.3503 34.35)
15336,-109.4008,46.3499,54.0,POINT (-109.4008 46.3499)
15359,-109.74064990000001,31.7651339,82.0,POINT (-109.7406499 31.7651339)
15375,-89.6955,33.2829,54.0,POINT (-89.6955 33.2829)
15402,-99.7248,27.9562,52.0,POINT (-99.7248 27.9562)
15404,-106.84389159999999,34.990066600000006,49.662,POINT (-106.8438916 34.99006660000001)
15424,-98.4323,28.8467,55.0,POINT (-98.4323 28.8467)
15427,-92.9521,33.3396,64.0,POINT (-92.9521 33.3396)
15428,-76.8846,42.8285,41.3,POINT (-76.88460000000001 42.8285)
15453,-82.3285,37.1066,61.0,POINT (-82.32850000000001 37.1066)
15479,-96.7669,33.5334,56.0,POINT (-96.76690000000001 33.5334)
15502,-113.2175213,39.7166423,125.0,POINT (-113.2175213 39.7166423)
15511,-90.0598,28.5854,41.0,POINT (-90.0598 28.5854)
15523,-79.3789579,40.8512031,40.9,POINT (-79.3789579 40.8512031)
15542,-117.5921584,40.5400973,126.0,POINT (-117.5921584 40.5400973)
15545,-82.2755,37.0958,67.0,POINT (-82.27549999999999 37.0958)
15577,-101.357,36.7412,58.0,POINT (-101.357 36.7412)
15619,-94.7512,31.6866,68.0,POINT (-94.7512 31.6866)
15638,-87.3411,38.3922,42.0,POINT (-87.3411 38.3922)
15683,-99.0708,27.0092,78.0,POINT (-99.07080000000001 27.0092)
15710,-87.5667,37.455,34.0,POINT (-87.5667 37.455)
15719,-79.2864,42.1974,52.02,POINT (-79.2864 42.1974)
15724,-97.2911,27.7714,70.0,POINT (-97.2911 27.7714)
15772,-86.4545,40.924,65.0,POINT (-86.4545 40.924)
15788,-83.7241,45.3581,35.0,POINT (-83.72410000000001 45.3581)
15817,-119.0977864,39.539199100000005,124.0,POINT (-119.0977864 39.5391991)
15828,-103.818,33.7237,49.0,POINT (-103.818 33.7237)
15840,-78.7198,42.5792,49.0,POINT (-78.71980000000001 42.5792)
15848,-121.9711611,45.029815500000005,287.0,POINT (-121.9711611 45.02981550000001)
15860,-99.0746,26.7771,80.0,POINT (-99.0746 26.7771)
15874,-102.3221,34.5176,41.0,POINT (-102.3221 34.5176)
15880,-99.4435,28.0426,68.0,POINT (-99.4435 28.0426)
15896,-79.4378,42.3516,58.61,POINT (-79.4378 42.3516)
15914,-97.2053,29.5665,63.0,POINT (-97.20529999999999 29.5665)
15951,-90.2434,29.6824,40.0,POINT (-90.24339999999999 29.6824)
15968,-100.259,33.8916,61.0,POINT (-100.259 33.8916)
15976,-98.619,37.7561,60.0,POINT (-98.619 37.7561)
16002,-99.7397,28.9098,56.0,POINT (-99.7397 28.9098)
16006,-90.4485,32.3515,57.0,POINT (-90.4485 32.3515)
16014,-104.0545,33.1446,53.0,POINT (-104.0545 33.1446)
16026,-91.5085,32.0765,64.0,POINT (-91.5085 32.0765)
16075,-79.71,42.1773,39.0,POINT (-79.70999999999999 42.1773)
16132,-96.6984,29.3398,76.0,POINT (-96.69840000000001 29.3398)
16138,-95.4579,35.3982,49.0,POINT (-95.4579 35.3982)
16141,-111.1809,48.4999,38.0,POINT (-111.1809 48.4999)
16151,-112.85079669999999,38.4939636,856.8,POINT (-112.8507967 38.4939636)
16154,-72.3661984,43.0832732,59.0,POINT (-72.3661984 43.0832732)
16242,-99.0387,28.5233,51.0,POINT (-99.03870000000001 28.5233)
16246,-91.9191,31.0452,48.0,POINT (-91.9191 31.0452)
16250,-79.12294,42.375609999999995,55.16,POINT (-79.12294 42.37560999999999)
16255,-77.2595,42.5393,57.0,POINT (-77.2595 42.5393)
16263,-92.5283,29.4351,47.0,POINT (-92.5283 29.4351)
16301,-99.9544,36.6591,57.0,POINT (-99.95440000000001 36.6591)
16334,-106.4998883,35.893848999999996,255.2,POINT (-106.4998883 35.893849)
16403,-116.49757199999999,36.079984,75.0,POINT (-116.497572 36.079984)
16408,-107.9207,46.6599,55.0,POINT (-107.9207 46.6599)
16437,-79.41470129999999,40.7528899,44.4,POINT (-79.41470129999999 40.7528899)
16451,-99.251,35.4416,46.0,POINT (-99.251 35.4416)
16475,-96.8692,28.9549,59.0,POINT (-96.86920000000001 28.9549)
16491,-79.9650131,41.495608700000005,53.7,POINT (-79.96501309999999 41.49560870000001)
16501,-112.7335905,38.234068799999996,46.023999999999994,POINT (-112.7335905 38.2340688)
16533,-79.5717,39.2384,75.0,POINT (-79.57170000000001 39.2384)
16571,-81.0714,26.3182,42.0,POINT (-81.0714 26.3182)
16589,-79.1824,42.0136,63.45,POINT (-79.1824 42.0136)
16606,-99.7849,32.346,54.0,POINT (-99.78489999999999 32.346)
16617,-94.5582,31.6702,69.0,POINT (-94.5582 31.6702)
16674,-100.3594,28.8036,59.0,POINT (-100.3594 28.8036)
16697,-97.3117,27.3547,69.0,POINT (-97.3117 27.3547)
16717,-101.5424,38.3302,51.0,POINT (-101.5424 38.3302)
16765,-79.8666503,40.25213370000001,51.1,POINT (-79.8666503 40.25213370000001)
16766,-79.5695,39.864,87.4,POINT (-79.56950000000001 39.864)
16770,-81.2877,26.2249,36.0,POINT (-81.2877 26.2249)
16774,-115.71844569999999,43.3833834,98.0,POINT (-115.7184457 43.3833834)
16805,-109.2839774,36.8833146,65.0,POINT (-109.2839774 36.8833146)
16899,-101.9434,30.9952,49.0,POINT (-101.9434 30.9952)
